,sentences1,sentences2,is_similar
6289,everyone had fun afterwards  ecstatic and full of energy ,mother was busy in the kitchen preparing the food ,0
6290,the little girl played with the cone ,i told my aunt and uncle to take a partner picture together ,1
6291,the little girl played with the cone ,the bridal show was a big event this year ,0
6292,i told my aunt and uncle to take a partner picture together ,the venue was full of seats and people ,1
6293,i told my aunt and uncle to take a partner picture together ,swimming is the first part of the race ,0
6294,the venue was full of seats and people ,the event began promptly ,1
6295,the venue was full of seats and people ,on the parents visit day at school i got to talk to the kids ,0
6296,the event began promptly ,the cake was lovely and not very big but it was very tasty ,1
6297,the event began promptly ,the camera was setup ready to film ,0
6298,this young couple is checking out the sites when they come across a big crowd of people ,this is such a beautiful fountain he could not refuse taking a picture with it ,1
6299,this young couple is checking out the sites when they come across a big crowd of people ,this weekend i went to a costume birthday party for my best friend  female  ,0
6300,this is such a beautiful fountain he could not refuse taking a picture with it ,the young lady is definitely having a good time in the crowd ,1
6301,this is such a beautiful fountain he could not refuse taking a picture with it ,the day is finally here the streets are packed with runners the music helps to entertain all in attenadance we are welcomes to the start of the race let games begin,0
6302,the young lady is definitely having a good time in the crowd ,she is proud of her country ,1
6303,the young lady is definitely having a good time in the crowd ,pepper found her way home ,0
6304,she is proud of her country ,it is great to be part of a group of people celebrating the same thing ,1
6305,she is proud of her country ,the pirates prepared themselves  masks and all  for the wedding that was to come ,0
6306,we had a great time on our trip to location location ,we did all the tourist sites and took the mandatory pictures ,1
6307,we had a great time on our trip to location location ,some friends had a theme party for halloween ,0
6308,we did all the tourist sites and took the mandatory pictures ,some people came prepared for a picnic ,1
6309,we did all the tourist sites and took the mandatory pictures ,i went with my friend to the concert last week ,0
6310,some people came prepared for a picnic ,others just relaxed beside the water ,1
6311,some people came prepared for a picnic ,the inside of the rv was modified a lot ,0
6312,others just relaxed beside the water ,we chose a bench under a shade tree to sit down and discuss what fun we had that day ,1
6313,others just relaxed beside the water ,today we have a family dinner ,0
6314,i bought my son a new bicycle for his birthday ,he spent the afternoon riding it up and down the road ,1
6315,i bought my son a new bicycle for his birthday ,this was the first thing we saw as we entered the botanical gardens ,0
6316,he spent the afternoon riding it up and down the road ,he rode it pretty far into a wooded area ,1
6317,he spent the afternoon riding it up and down the road ,it s prank day at work   female  seems ready ,0
6318,he rode it pretty far into a wooded area ,then he rode it out to the docks and stopped to watch the boats on the water ,1
6319,he rode it pretty far into a wooded area ,for anyone interested in organization organization  this was the place to be ,0
6320,then he rode it out to the docks and stopped to watch the boats on the water ,all that riding tired him out and he fell asleep on our car ride back home ,1
6321,then he rode it out to the docks and stopped to watch the boats on the water ,during the summer  the family decided to visit our family in location ,0
6322,kat and  female  really know how to put on a party ,they invited loads of people ,1
6323,kat and  female  really know how to put on a party ,profesor schullz felt like he needed to give a lesson about manners ,0
6324,they invited loads of people ,there were drinking games ,1
6325,they invited loads of people ,the winter irish parade took place in december ,0
6326,there were drinking games ,even the wallflowers had fun ,1
6327,there were drinking games ,during christmas  the oldest son of a family of 5 got socks ,0
6328,even the wallflowers had fun ,and  some people had a lot of fun ,1
6329,even the wallflowers had fun ,the stairs meandered down the hillside among the lush  tropical vegetation ,0
6330,this is the cafe i arrive to for the meeting ,a couple of my friends are happy to see i made it ,1
6331,this is the cafe i arrive to for the meeting ,we had so much fun on our trip to the zoo ,0
6332,a couple of my friends are happy to see i made it ,i told him to put the cigarette away  but i still captured the moment ,1
6333,a couple of my friends are happy to see i made it ,it was  male  s birthday so they took him out to a club ,0
6334,i told him to put the cigarette away  but i still captured the moment ,it was fun watching everyone socializing ,1
6335,i told him to put the cigarette away  but i still captured the moment ,li and her father walking down the islei wish she would have looked up  could nt get a good shot ,0
6336,it was fun watching everyone socializing ,i caught my friend off guard at the end of the event ,1
6337,it was fun watching everyone socializing , female  and friends went hiking to find a spring ,0
6338,i caught my friend off guard at the end of the event ,this was the way to end the night ,1
6339,i caught my friend off guard at the end of the event ,i have a sister named  female  ,0
6340,this young lady is graduating today ,this young lady and her proud mother pose for a picture before the graduation ,1
6341,this young lady is graduating today ,i had to cook a lot of food today ,0
6342,this young lady and her proud mother pose for a picture before the graduation ,the young lady sits in the crowd and listens to the ceremony and waits to receive her diploma ,1
6343,this young lady and her proud mother pose for a picture before the graduation ,we went to a small town in location to met the people ,0
6344,the young lady sits in the crowd and listens to the ceremony and waits to receive her diploma ,the young lady gets her diploma and walks across the stage ,1
6345,the young lady sits in the crowd and listens to the ceremony and waits to receive her diploma ,today i visited a new market to look for some unique foods ,0
6346,the young lady gets her diploma and walks across the stage ,the young lady takes a picture with her diploma and her proud mother ,1
6347,the young lady gets her diploma and walks across the stage ,a woman uses a pay phone in town just for the fun of it ,0
6348,my brother recently graduated college ,it was a formal cap and gown event ,1
6349,my brother recently graduated college ,the annual community holloween night  hosted by the wicked witch of the library was a raging success ,0
6350,it was a formal cap and gown event ,my mom and dad attended ,1
6351,it was a formal cap and gown event ,made a trip to the smoky mountains and stopped to take a picture of the river with the mini waterfalls ,0
6352,my mom and dad attended ,later  my aunt and grandma showed up ,1
6353,my mom and dad attended , male    male  and  female  decided to enter the robot building contest ,0
6354,later  my aunt and grandma showed up ,when the event was over he even got congratulated by the mascot ,1
6355,later  my aunt and grandma showed up ,a rainy day with a convey of trucks waiting to unload ,0
6356,i went for a hike last weekend ,we went through the entire forest ,1
6357,i went for a hike last weekend ,today i  m running in the st   male  s day dash ,0
6358,we went through the entire forest ,it was very dense ,1
6359,we went through the entire forest ,we were at the fair at a booth ,0
6360,it was very dense ,when we finally got to the village we were very hungry ,1
6361,it was very dense ,a young boy watched his dad and grandpa work on a backyard project ,0
6362,when we finally got to the village we were very hungry ,the locals made us some food ,1
6363,when we finally got to the village we were very hungry ,the veterans memorial was a long and gruelling process to procure ,0
6364,the family ready for halloween in the location location ,it is a time when zombies and ghouls haunt main street  and you can trick  or treat at all the shops ,1
6365,the family ready for halloween in the location location ,the area is being cautioned off for the event ,0
6366,it is a time when zombies and ghouls haunt main street  and you can trick  or treat at all the shops ,at night things get really creepy when the un  dead come out to dance in the parade ,1
6367,it is a time when zombies and ghouls haunt main street  and you can trick  or treat at all the shops ,the organization organization organization organization sponsored a car show recently ,0
6368,at night things get really creepy when the un  dead come out to dance in the parade ,even  male  mouse puts on a costume and joins the fun ,1
6369,at night things get really creepy when the un  dead come out to dance in the parade ,on vacation  i visited a beautiful home ,0
6370,the view from the patio of the restaurant ,the buffet table at the restaurant for the students gathering ,1
6371,the view from the patio of the restaurant ,the guest lecturer started by introducing himself ,0
6372,the buffet table at the restaurant for the students gathering ,some of the students sitting down to eat a well deserved dinner ,1
6373,the buffet table at the restaurant for the students gathering ,woowee ,0
6374,some of the students sitting down to eat a well deserved dinner ,a couple of young men posing for a picture after dinner ,1
6375,some of the students sitting down to eat a well deserved dinner ,today  the couple goes on a date ,0
6376,a couple of young men posing for a picture after dinner ,some of the professors catching up after eating ,1
6377,a couple of young men posing for a picture after dinner ,the man did not look pleasd as he gave a speech ,0
6378, male  was all about showing off his karate moves ,he had been practicing for months ,1
6379, male  was all about showing off his karate moves ,we decorated the christmas tree for the holiday party ,0
6380,he had been practicing for months ,he finally had a challenge with his greatest opponent ,1
6381,he had been practicing for months ,today we had a cooking party ,0
6382,he finally had a challenge with his greatest opponent ,it was a close match but he won in the end ,1
6383,he finally had a challenge with his greatest opponent ,i  m so glad i had my camera with me today  during our stroll we came across this amazing building ,0
6384,it was a close match but he won in the end ,he received a trophy and went out to pizza afterwards ,1
6385,it was a close match but he won in the end ,visited an old churchin this church was several stain glass windows with amazing biblical designs ,0
6386,at the festival people brought fresh foods of all sorts ,i came specifically for the banana breads  which are always baked to perfection ,1
6387,at the festival people brought fresh foods of all sorts ,i flew to location in march ,0
6388,i came specifically for the banana breads  which are always baked to perfection ,then there is the cubes of fudge that are quite a delight ,1
6389,i came specifically for the banana breads  which are always baked to perfection ,christmas time in our front yard ,0
6390,then there is the cubes of fudge that are quite a delight ,and the freshest  juiciest  strawberries one would ever see and taste ,1
6391,then there is the cubes of fudge that are quite a delight ,i read in the paper about this section of town that really does up trick  or  treating big ,0
6392,and the freshest  juiciest  strawberries one would ever see and taste ,mama s table was my last stop  her jams were the best in the city ,1
6393,and the freshest  juiciest  strawberries one would ever see and taste ,adding the last touches of makeup before the ceremony ,0
6394,local tornado map is not looking good ,here is a photo of the tornado that is coming close ,1
6395,local tornado map is not looking good ,everyone at the office wanted to try on the gorilla outfit ,0
6396,here is a photo of the tornado that is coming close ,we were worried about the close proximity of the tornado more bad weather for the weekend road is closed due to flooding,1
6397,here is a photo of the tornado that is coming close ,the family went bowling last night mom went up first and scored a ton of points ,0
6398, male  is a bee keeper ,he collected 5000 bees with his two sons ,1
6399, male  is a bee keeper ,we had a costumer party for halloween  and i decided to start my dressing like a horse ,0
6400,he collected 5000 bees with his two sons ,they have a thriving honey operation ,1
6401,he collected 5000 bees with his two sons ,the venue was very comfortable ,0
6402,they have a thriving honey operation ,their bees produce top quality honey ,1
6403,they have a thriving honey operation ,we went around town ,0
6404,their bees produce top quality honey ,they have their bee keeper friends over often to keep bees ,1
6405,their bees produce top quality honey ,last nights halloween parts was crazy ,0
6406,people gather waiting for the fireworks to start when the sun goes down ,the first explosions light the night sky ,1
6407,people gather waiting for the fireworks to start when the sun goes down ,a nice couple having fun on vacation in a foreign country ,0
6408,the first explosions light the night sky ,another beautiful display of light ,1
6409,the first explosions light the night sky ,the group had a great night out at the brewery restaurant ,0
6410,another beautiful display of light ,the color gets more vibrant ,1
6411,another beautiful display of light ,going to the city was great because it was the most gorgeous city i had ever seen ,0
6412,the color gets more vibrant ,twin explosions as the end of the night approaches ,1
6413,the color gets more vibrant ,a birthday party for a little girl ,0
6414,after we had spent our day in the market we decided to go for a short walk ,there were a lot of apartment buildings on top of the shops in the market area ,1
6415,after we had spent our day in the market we decided to go for a short walk ,the home team was ready for today s big game ,0
6416,there were a lot of apartment buildings on top of the shops in the market area ,we had trouble deciding where we want to go ,1
6417,there were a lot of apartment buildings on top of the shops in the market area ,people were celebrating in the street and they were waving thier flags and also yelling to make their voice be heard and displaying decorations and parading even the kids were into it ,0
6418,we had trouble deciding where we want to go ,we eventually found the dock and spent some time there ,1
6419,we had trouble deciding where we want to go ,i got to watch two of my good friends get married this weekend ,0
6420,we eventually found the dock and spent some time there ,after hanging out for a few minutes we decided to head home ,1
6421,we eventually found the dock and spent some time there , male    male  and  female  had signed up to do the polar plunge for charity ,0
6422,i  m getting ready for the soccer match by loading up on a few snacks beforehand ,the teams are being introduced and you can feel the excitement building ,1
6423,i  m getting ready for the soccer match by loading up on a few snacks beforehand ,we all were waiting anxiously for dinner ,0
6424,the teams are being introduced and you can feel the excitement building ,fans are getting aroused and are pulling hard for their team ,1
6425,the teams are being introduced and you can feel the excitement building ,the stadium was ominous as the playoffs loomed ,0
6426,fans are getting aroused and are pulling hard for their team ,the player has gotten free for a one on one with the goalie ,1
6427,fans are getting aroused and are pulling hard for their team ,this is the best place to eat i had my usual ,0
6428,the player has gotten free for a one on one with the goalie ,action is intense as the teams battle hard ,1
6429,the player has gotten free for a one on one with the goalie ,here are the cookies being made from scratch ,0
6430,the bee team was hard at work today , male  caught a whole tray of bees ,1
6431,the bee team was hard at work today ,this halloween was so much fun seeing all the costumes that the families wore ,0
6432, male  caught a whole tray of bees ,there must have been thousands of them ,1
6433, male  caught a whole tray of bees ,everyone showed up for the party at the club ,0
6434,there must have been thousands of them ,they produced a lot of honey ,1
6435,there must have been thousands of them ,everyone was excited to be heading to the halloween party ,0
6436,they produced a lot of honey ,some of the bees tried to run away from the ranch ,1
6437,they produced a lot of honey ,we went to stay at an old log home last weekend ,0
6438,mascot meeting before the game ,everyone picked the player they thought would do the best ,1
6439,mascot meeting before the game ,people crowded around to watch the parade ,0
6440,everyone picked the player they thought would do the best ,the pitcher was voted the number one ,1
6441,everyone picked the player they thought would do the best ,i was so tired of looking at the dingy city ,0
6442,the pitcher was voted the number one ,he got ready to throw the ball ,1
6443,the pitcher was voted the number one ,the stadium was about to be packed for the vt commencement ceremony ,0
6444,he got ready to throw the ball ,then stopped and changed his mind ,1
6445,he got ready to throw the ball ,parents and children dressed up for the school halloween walk ,0
6446,there was all kinds of good food at the market ,people were selling croissants ,1
6447,there was all kinds of good food at the market ,the men are waiting for the football game to begin ,0
6448,people were selling croissants ,other people had veggies for sale ,1
6449,people were selling croissants ,in the living room  there was a great atmosphere ,0
6450,other people had veggies for sale ,these radishes did not look good ,1
6451,other people had veggies for sale ,i looked through the manual ,0
6452,these radishes did not look good ,and the lettuce was also questionable ,1
6453,these radishes did not look good ,some people wore fancy clothes ,0
6454,thanksgiving time is here  we went into the city to see friends ,we ate till our plates were empty  fran ate right from the serving dishes ,1
6455,thanksgiving time is here  we went into the city to see friends ,the japanese cultural festival featured a variety of cultural demonstrations ,0
6456,we ate till our plates were empty  fran ate right from the serving dishes ,i helped fran clean up ,1
6457,we ate till our plates were empty  fran ate right from the serving dishes ,my sister was excited to use her new camera ,0
6458,the cars are filling up the driveway as family arrives ,the small dog is curious to the new visitors ,1
6459,the cars are filling up the driveway as family arrives ,it was fainally time for the birthday girl to take center stage ,0
6460,the small dog is curious to the new visitors ,the kids get in the pool and cool off from the heat ,1
6461,the small dog is curious to the new visitors ,the family took a train ride to the zoo today ,0
6462,the kids get in the pool and cool off from the heat ,grandpa is walking around ,1
6463,the kids get in the pool and cool off from the heat ,black history month started with a parade at my local college ,0
6464,grandpa is walking around ,the field is beautiful and lush ,1
6465,grandpa is walking around ,we finally arrived in the city after driving for hours ,0
6466,everyone was cheering for  male  today at the big game , male  was the quarterback for the team and he had been doing fairly well ,1
6467,everyone was cheering for  male  today at the big game ,the state fair is great fun ,0
6468, male  was the quarterback for the team and he had been doing fairly well ,however it had come to his attention that the school board officials decided if he lost this game he would be expelled ,1
6469, male  was the quarterback for the team and he had been doing fairly well ,we visited some historic sites on our trip ,0
6470,however it had come to his attention that the school board officials decided if he lost this game he would be expelled ,the scoreboard at the end of the game was unfortunately not in his favor ,1
6471,however it had come to his attention that the school board officials decided if he lost this game he would be expelled ,last weekend was very sunny ,0
6472,the scoreboard at the end of the game was unfortunately not in his favor ,he left the school forever  and had to find a new source of education ,1
6473,the scoreboard at the end of the game was unfortunately not in his favor ,love this style of french location ,0
6474,he left the school forever  and had to find a new source of education ,he went to organization organization and became a scientist ,1
6475,he left the school forever  and had to find a new source of education ,a group of fans came together one day to celebrate the opening of a new studio for an artist ,0
6476,it did not seem to matter if the children played by them self on the playground ,it did not seem to matter if they played in a group ,1
6477,it did not seem to matter if the children played by them self on the playground ,i had to go out and buy a lot of beer for the party but they were sold out ,0
6478,it did not seem to matter if they played in a group ,what did matter was that when they sat and though  their play ground seemed to be missing something ,1
6479,it did not seem to matter if they played in a group ,as night fell  the crowd gathered for the race ,0
6480,what did matter was that when they sat and though  their play ground seemed to be missing something ,one day a girl invited an adult to play ,1
6481,what did matter was that when they sat and though  their play ground seemed to be missing something ,the last bit of traffic filtered through the streets ,0
6482,one day a girl invited an adult to play ,it was the most fun they every had on the playground ,1
6483,one day a girl invited an adult to play ,i am a cop for my local town and i like to help others i go around and learn my city i also help out with the kids we are a great team,0
6484,it was the most fun they every had on the playground ,soon more and more adults were coming and having fun ,1
6485,it was the most fun they every had on the playground ,a lovely calm lake  great scenery and wonderful to relax by ,0
6486,soon more and more adults were coming and having fun ,the adults seemed to make their playground complete ,1
6487,soon more and more adults were coming and having fun ,the make  up team arrived to get ready for the fashion show ,0
6488,the old statue was worn out but people were taking pictures near others ,there were camels for transport to the great pyramids and the sphinx too ,1
6489,the old statue was worn out but people were taking pictures near others ,tonight we rave ,0
6490,at the halloween party  one woman dressed up as a cat ,it was held in a very dirty house ,1
6491,at the halloween party  one woman dressed up as a cat ,we moved offices earlier this week ,0
6492,it was held in a very dirty house ,everyone had fun posing for photos ,1
6493,it was held in a very dirty house ,these are my dogs sparky and  male  ,0
6494,everyone had fun posing for photos ,some people did nt dress up  though ,1
6495,everyone had fun posing for photos ,grandma made it so fun for the grand kids today ,0
6496,some people did nt dress up  though ,regardless  everyone had a great time ,1
6497,some people did nt dress up  though ,our office at organization is called the millenium falcon office ,0
6498,there was a car show in the village center today ,classic cars were on display ,1
6499,there was a car show in the village center today ,snow fell in the town of location today ,0
6500,classic cars were on display ,and modern cars were welcome  too ,1
6501,classic cars were on display ,anything wrapped in bacon means  delicious  ,0
6502,and modern cars were welcome  too ,some of the drivers took a spin around the village in their cars ,1
6503,and modern cars were welcome  too ,friends having fun at the halloween party ,0
6504,some of the drivers took a spin around the village in their cars ,other drivers just parked their automobiles at the curb so fans could admire them ,1
6505,some of the drivers took a spin around the village in their cars ,we spent the weekend at the lake ,0
6506,other drivers just parked their automobiles at the curb so fans could admire them ,this driver parked right at the corner  so his car could be seen by everyone coming into the village ,1
6507,other drivers just parked their automobiles at the curb so fans could admire them ,last week i decided to take my car to the race track ,0
6508,last week i went on vacation ,i had a great time diving and catching wildlife in the ocean ,1
6509,last week i went on vacation ,i started a project to start growing flowers ,0
6510,i had a great time diving and catching wildlife in the ocean ,one of my friends brought their toddler along ,1
6511,i had a great time diving and catching wildlife in the ocean ,i had a great time at the party last week ,0
6512,one of my friends brought their toddler along ,we had a great time while we were there ,1
6513,one of my friends brought their toddler along ,it was time to have a super dinner with family  we started out with all these taco ingredients  then we moved to this squid like substance ,0
6514,we had a great time while we were there ,afterward we went to do some sight  seeing ,1
6515,we had a great time while we were there ,we arrived on site and  male  met us at the garden ,0
6516,it was that time of year again  independence day  and even the baby was happy ,the kids were ready to enjoy themselves at the pool with their friends ,1
6517,it was that time of year again  independence day  and even the baby was happy ,she loved her aunt ,0
6518,the kids were ready to enjoy themselves at the pool with their friends ,all their friends  as the pool became very crowded ,1
6519,the kids were ready to enjoy themselves at the pool with their friends ,the man and his dog are ready for a nature walk ,0
6520,all their friends  as the pool became very crowded , male  decided he had enough of the crowd and put on his shades and relaxed with us  as we watched old glory fly on her birthday ,1
6521,all their friends  as the pool became very crowded ,in the countryside  the torrential rain made travel difficult ,0
6522,this was a tour of a organization organization ship ,there were four tour guides ,1
6523,this was a tour of a organization organization ship ,admiring the beautiful stained glass inside a house of worship ,0
6524,there were four tour guides ,so we started our trip ,1
6525,there were four tour guides ,this was quite a scene today as a group of men were rallying in the park this group was fighting for their cause and for freedom many of them were speaking out about terrorism and war the group consisted of all age groups and people from all walks of life this young man was speaking out for a good cause,0
6526,so we started our trip ,this was the captain of the ship ,1
6527,so we started our trip ,gathering friends and family for  male  s retirement ,0
6528,this was the captain of the ship ,this is called a ship s colors  as it has the emblems and the main color of the ship ,1
6529,this was the captain of the ship ,i went on vacation last year ,0
6530,its new years eve and a group of friends are having a party ,they are mixing all kinds of drinks in the kitchen ,1
6531,its new years eve and a group of friends are having a party ,it was spring in the location location and the weather was cloudy and overcast ,0
6532,they are mixing all kinds of drinks in the kitchen ,a gentleman poses by the christmas tree for a photo ,1
6533,they are mixing all kinds of drinks in the kitchen ,the day they had been waiting months for had finally arrived for the high school sweetheart ,0
6534,a gentleman poses by the christmas tree for a photo ,the group then moves to the backyard where the owners of the home have prepared a special treat ,1
6535,a gentleman poses by the christmas tree for a photo ,the sun rose quietly over the mountain  signalling the start of the new day ,0
6536,the group then moves to the backyard where the owners of the home have prepared a special treat ,there is a performance by a fire dancer right before midnight for everyone to enjoy ,1
6537,the group then moves to the backyard where the owners of the home have prepared a special treat ,there was an auto race out on the dirt track in the hill country ,0
6538,i practiced playing my guitar for hours before i had to leave for the performance ,when i got there my band was already setting up ,1
6539,i practiced playing my guitar for hours before i had to leave for the performance ,the halloween party was great  everyone came out in costume ,0
6540,when i got there my band was already setting up ,everyone was there to see us ,1
6541,when i got there my band was already setting up ,i went on a nature hike with my dad and my brother ,0
6542,everyone was there to see us ,i set it up and they watched us play ,1
6543,everyone was there to see us , female  striking a pose along the chilly beach ,0
6544,i set it up and they watched us play ,we were very good and everyone gave us cigarettes afterward ,1
6545,i set it up and they watched us play ,i take boring pictures ,0
6546,the students wait for the game to begin ,as the game begins  excited students ready themselves ,1
6547,the students wait for the game to begin ,when we got to the event there were already a lot of people there ,0
6548,as the game begins  excited students ready themselves ,a student excitedly approaches the event ,1
6549,as the game begins  excited students ready themselves ,i visited location location last week with my family ,0
6550,a student excitedly approaches the event ,the students listen patiently to the directions ,1
6551,a student excitedly approaches the event ,there was a ton of snow on the ground yesterday ,0
6552,the students listen patiently to the directions ,the final event begins and it is evident the day has been a success ,1
6553,the students listen patiently to the directions ,we visited location location in location location location ,0
6554,religious objects were placed on a table for people to see ,a man in white gave a speech ,1
6555,religious objects were placed on a table for people to see ,today was the st   male  s day parade ,0
6556,a man in white gave a speech ,another man toasted his speech ,1
6557,a man in white gave a speech ,it was a beautiful day for our wedding ,0
6558,another man toasted his speech ,the people sat down in a room full of tables for dinner ,1
6559,another man toasted his speech ,six year old batman went to school today ,0
6560,the people sat down in a room full of tables for dinner ,a man and his wife sang ,1
6561,the people sat down in a room full of tables for dinner ,today it was graduation for all of the high schoolers ,0
6562,she got an invitation to a big event ,so took the subway ,1
6563,she got an invitation to a big event ,all his family and friends are gathered at his house for a bbq ,0
6564,so took the subway ,went up the escalator ,1
6565,so took the subway ,we all sat down and watched the parade ,0
6566,went up the escalator ,and when she arrived the party was amazing ,1
6567,went up the escalator ,nothing like gather for a night concert ,0
6568,and when she arrived the party was amazing ,she had a great time partying ,1
6569,and when she arrived the party was amazing ,during a battle with a terrorist group  we decided to scope out the area ,0
6570,when everybody had arrived we finally got the party going ,everyone was on the dance floor when the lights went out ,1
6571,when everybody had arrived we finally got the party going ,i had a great time at the seminar yesterday ,0
6572,everyone was on the dance floor when the lights went out ,it was a lot of fun ,1
6573,everyone was on the dance floor when the lights went out ,my favorite time of the year is when the leaves begin to turn colors ,0
6574,it was a lot of fun ,tons of people told us they would definitely be back ,1
6575,it was a lot of fun ,my place was pretty awesome for having barbecues ,0
6576,tons of people told us they would definitely be back ,i had a great time ,1
6577,tons of people told us they would definitely be back ,i decided to search online for ideas ,0
6578,we were honored while we were on vacation to be invited to see a official getting sworn in ,the officials arrived and walked down the red carpet ,1
6579,we were honored while we were on vacation to be invited to see a official getting sworn in ,the violinist played throughout the entire ceremony the flower girls made sure flowers were everyone and the bread had a lead in the flowers were pretty and they were on the sidelines,0
6580,the officials arrived and walked down the red carpet ,the officials signed their contracts that made the contracts legal ,1
6581,the officials arrived and walked down the red carpet ,i went to my friends party yesterday ,0
6582,the officials signed their contracts that made the contracts legal ,some of the major government officials from the organization had to leave ,1
6583,the officials signed their contracts that made the contracts legal ,the graduates were all lined up  ready to finally be done with school ,0
6584,some of the major government officials from the organization had to leave ,towards the end of the night everybody gathered back at the restaurant ,1
6585,some of the major government officials from the organization had to leave , male  wore this sword pin because his ancestors used to be knights ,0
6586, female  came over to play a game with her kid and the dog ,the two played an interesting game of monopoly ,1
6587, female  came over to play a game with her kid and the dog ,here we are preparing to head to another wedding ,0
6588,the two played an interesting game of monopoly ,afterwards  everyone  who is dressed in red coincidentally  had some food ,1
6589,the two played an interesting game of monopoly ,military and citizen volunteers gathered to discuss how to deal with the recent crisis ,0
6590,afterwards  everyone  who is dressed in red coincidentally  had some food , female  s ex and his husband had to lie down after eating such a large dinner ,1
6591,afterwards  everyone  who is dressed in red coincidentally  had some food ,yo yo yo ,0
6592, female  s ex and his husband had to lie down after eating such a large dinner , female  s ex then fell asleep after eating  it was a large food coma indeed ,1
6593, female  s ex and his husband had to lie down after eating such a large dinner ,the workers are working on renovating a building ,0
6594,the men in the building were dressed formal ,they were all talking at the conference ,1
6595,the men in the building were dressed formal ,the party was at a banquet hall ,0
6596,they were all talking at the conference ,this man made a lot of funny remarks ,1
6597,they were all talking at the conference ,the guys got together for drinks ,0
6598,this man made a lot of funny remarks ,he was our leader for the day in the office ,1
6599,this man made a lot of funny remarks ,we all gathered at grandma s house for her birthday ,0
6600,he was our leader for the day in the office ,our entire department took a picture after the training ,1
6601,he was our leader for the day in the office ,the water glistened with the suns first rays ,0
6602,parties at  male  s place are always a blast ,the guys are always down to party ,1
6603,parties at  male  s place are always a blast ,mother and child are happy ,0
6604,the guys are always down to party ,but you better keep  male  away from the cake ,1
6605,the guys are always down to party ,they arrived at the park and were finally able to see the caverns ,0
6606,but you better keep  male  away from the cake ,the girls are proven party animals themselves ,1
6607,but you better keep  male  away from the cake ,the sun rose quietly over the mountain  signalling the start of the new day ,0
6608,the girls are proven party animals themselves , female  may or may not have had an adult beverage with her  male  grahams that night ,1
6609,the girls are proven party animals themselves ,we took the boat out for a ride on the lake ,0
6610,jimmy is walking up to the group of people at the farm the pigs are anxiously awaiting jimmys arrival as well jeff does nt want to hear matt keep asking when jimmy will be there ,off int he fireld they see the shape of a man and realize jimmy is there ,1
6611,jimmy is walking up to the group of people at the farm the pigs are anxiously awaiting jimmys arrival as well jeff does nt want to hear matt keep asking when jimmy will be there ,we had a great time at the wedding last weekend ,0
6612,off int he fireld they see the shape of a man and realize jimmy is there ,the girls are really happy to see thier friend,1
6613,off int he fireld they see the shape of a man and realize jimmy is there ,the group of friends decided to play a drinking game  they got their cups  and they started filling them up ,0
6614,the restaurant sign lists the daily specials ,the exterior of the restaurant ,1
6615,the restaurant sign lists the daily specials ,all our family was over for thanksgiving ,0
6616,the exterior of the restaurant ,the eatery is bustling with people ,1
6617,the exterior of the restaurant , female  sees the luncheon destination that she and her friends are looking for ,0
6618,the eatery is bustling with people ,the exotic food at the location is excellent ,1
6619,the eatery is bustling with people ,the stain glass windows were bright ,0
6620,the exotic food at the location is excellent ,the desserts are to die for here ,1
6621,the exotic food at the location is excellent ,my dad got a whole head tattoo ,0
6622,a military graduation is a special event ,the troops marching around the courtyard make a subtle drumming sound you can hear far and wide ,1
6623,a military graduation is a special event ,class was very fun today ,0
6624,the troops marching around the courtyard make a subtle drumming sound you can hear far and wide ,it s quite a ceremony  one that evokes a lot of pride ,1
6625,the troops marching around the courtyard make a subtle drumming sound you can hear far and wide ,friends of all sizes decided to goof off today ,0
6626,it s quite a ceremony  one that evokes a lot of pride ,there was a big turnout for  male  s ceremony ,1
6627,it s quite a ceremony  one that evokes a lot of pride ,cook up some location balls for soup ,0
6628,there was a big turnout for  male  s ceremony ,there were a lot of teary eyes when his girlfriend s daughter pinned on his new ribbon ,1
6629,there was a big turnout for  male  s ceremony ,last week was my wedding ,0
6630,the man walked the parade route to ensure everything was set up properly ,a crowd began to gather in anticipation for the event ,1
6631,the man walked the parade route to ensure everything was set up properly ,we go to the town fair ,0
6632,a crowd began to gather in anticipation for the event ,a few bystanders rested on nearby benches until the parade began ,1
6633,a crowd began to gather in anticipation for the event ,nature can be so beautiful at times ,0
6634,a few bystanders rested on nearby benches until the parade began ,parade watchers began to take pictures to remember the event ,1
6635,a few bystanders rested on nearby benches until the parade began ,at the pub and about to start drinking ,0
6636,parade watchers began to take pictures to remember the event ,balloons were released in celebration of the event ,1
6637,parade watchers began to take pictures to remember the event ,this was my favorite bottle of wine we encountered this is the room where we had our wine tasting experience there was a shelf filled with some of the best wines they had to offer everybody was enjoying their drinks there was a beautiful view from outside the window,0
6638,it is this man s birthday and he has no idea that a surprise party is being planned ,his mother and sister have tricks up their sleeves ,1
6639,it is this man s birthday and he has no idea that a surprise party is being planned ,the organization bus told us we were in the right place ,0
6640,his mother and sister have tricks up their sleeves ,they baked him two cakes for his birthday ,1
6641,his mother and sister have tricks up their sleeves ,the cruise ship look so majestic as it comes in the port ,0
6642,they baked him two cakes for his birthday ,the man enjoys his cake ,1
6643,they baked him two cakes for his birthday ,the stadium was about to be packed for the vt commencement ceremony ,0
6644,the man enjoys his cake ,he is finally 21 and can enjoy some alcohol ,1
